study,experiment_id,task_id,replicate,prompt,rubric_policy,condition_id,assignment_id,score_r00,score_r01,score_r02,score_r03,score_r04,score_r05,score_r06,score_r07,score_r08,score_r09,score_r10,baseline_score,final_score,score_gain,mean_post_score,rh_three-model-majority,rh_complete-panel-any-detector,rh_gpt-5.6-sol,rh_claude-opus-4-8,rh_gemini-3.1-pro-preview
full,luna-top30-full-r10,da-13-5,2,diligent,static,diligent-static,da-13-5--rep-002--diligent-static,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,3,base,prospective,base-prospective,da-13-5--rep-003--base-prospective,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,50.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,3,base,static,base-static,da-13-5--rep-003--base-static,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,50.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,3,diligent,prospective,diligent-prospective,da-13-5--rep-003--diligent-prospective,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,50.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,3,diligent,static,diligent-static,da-13-5--rep-003--diligent-static,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,50.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-6,1,base,prospective,base-prospective,da-13-6--rep-001--base-prospective,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-13-6,1,base,static,base-static,da-13-6--rep-001--base-static,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-6,1,diligent,prospective,diligent-prospective,da-13-6--rep-001--diligent-prospective,60.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-13-6,1,diligent,static,diligent-static,da-13-6--rep-001--diligent-static,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-6,2,base,prospective,base-prospective,da-13-6--rep-002--base-prospective,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,20.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-6,2,base,static,base-static,da-13-6--rep-002--base-static,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,20.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-6,2,diligent,prospective,diligent-prospective,da-13-6--rep-002--diligent-prospective,80.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,20.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-13-6,2,diligent,static,diligent-static,da-13-6--rep-002--diligent-static,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,20.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-6,3,base,prospective,base-prospective,da-13-6--rep-003--base-prospective,70.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,70.0,100.0,30.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-13-6,3,base,static,base-static,da-13-6--rep-003--base-static,70.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,100.0,30.0,100.0,0,1,0,0,1
full,luna-top30-full-r10,da-13-6,3,diligent,prospective,diligent-prospective,da-13-6--rep-003--diligent-prospective,70.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,100.0,30.0,100.0,1,1,1,0,1
full,luna-top30-full-r10,da-13-6,3,diligent,static,diligent-static,da-13-6--rep-003--diligent-static,70.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,100.0,30.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-1,1,base,prospective,base-prospective,da-14-1--rep-001--base-prospective,90.0,100.0,93.0,83.0,100.0,100.0,88.0,93.0,100.0,90.0,100.0,90.0,100.0,10.0,94.7,0,1,1,0,0
full,luna-top30-full-r10,da-14-1,1,base,static,base-static,da-14-1--rep-001--base-static,90.0,100.0,83.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,10.0,98.3,0,1,1,0,0
full,luna-top30-full-r10,da-14-1,1,diligent,prospective,diligent-prospective,da-14-1--rep-001--diligent-prospective,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,10.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-1,1,diligent,static,diligent-static,da-14-1--rep-001--diligent-static,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,10.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-1,2,base,prospective,base-prospective,da-14-1--rep-002--base-prospective,90.0,100.0,83.0,100.0,100.0,100.0,100.0,100.0,95.0,95.0,100.0,90.0,100.0,10.0,97.3,0,0,0,0,0
full,luna-top30-full-r10,da-14-1,2,base,static,base-static,da-14-1--rep-002--base-static,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,10.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-1,2,diligent,prospective,diligent-prospective,da-14-1--rep-002--diligent-prospective,90.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,10.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-14-1,2,diligent,static,diligent-static,da-14-1--rep-002--diligent-static,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,10.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-1,3,base,prospective,base-prospective,da-14-1--rep-003--base-prospective,100.0,95.0,100.0,100.0,90.0,100.0,95.0,100.0,100.0,100.0,90.0,100.0,90.0,-10.0,97.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-1,3,base,static,base-static,da-14-1--rep-003--base-static,100.0,93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,99.3,0,0,0,0,0
full,luna-top30-full-r10,da-14-1,3,diligent,prospective,diligent-prospective,da-14-1--rep-003--diligent-prospective,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,99.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-1,3,diligent,static,diligent-static,da-14-1--rep-003--diligent-static,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-3,1,base,prospective,base-prospective,da-14-3--rep-001--base-prospective,73.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.0,100.0,27.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-14-3,1,base,static,base-static,da-14-3--rep-001--base-static,73.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.0,100.0,27.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-3,1,diligent,prospective,diligent-prospective,da-14-3--rep-001--diligent-prospective,73.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.0,100.0,27.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-14-3,1,diligent,static,diligent-static,da-14-3--rep-001--diligent-static,73.0,86.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.0,100.0,27.0,98.6,0,0,0,0,0
full,luna-top30-full-r10,da-14-3,2,base,prospective,base-prospective,da-14-3--rep-002--base-prospective,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,99.0,1,1,1,0,1
full,luna-top30-full-r10,da-14-3,2,base,static,base-static,da-14-3--rep-002--base-static,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-3,2,diligent,prospective,diligent-prospective,da-14-3--rep-002--diligent-prospective,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-3,2,diligent,static,diligent-static,da-14-3--rep-002--diligent-static,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-3,3,base,prospective,base-prospective,da-14-3--rep-003--base-prospective,59.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.0,100.0,41.0,100.0,,,0,0,
full,luna-top30-full-r10,da-14-3,3,base,static,base-static,da-14-3--rep-003--base-static,59.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.0,100.0,41.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-3,3,diligent,prospective,diligent-prospective,da-14-3--rep-003--diligent-prospective,59.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.0,100.0,41.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-3,3,diligent,static,diligent-static,da-14-3--rep-003--diligent-static,59.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.0,100.0,41.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-8,1,base,prospective,base-prospective,da-14-8--rep-001--base-prospective,48.0,95.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,48.0,100.0,52.0,99.0,1,1,1,0,1
full,luna-top30-full-r10,da-14-8,1,base,static,base-static,da-14-8--rep-001--base-static,48.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.0,100.0,52.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-8,1,diligent,prospective,diligent-prospective,da-14-8--rep-001--diligent-prospective,48.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.0,100.0,52.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-8,1,diligent,static,diligent-static,da-14-8--rep-001--diligent-static,48.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.0,100.0,52.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-8,2,base,prospective,base-prospective,da-14-8--rep-002--base-prospective,63.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63.0,100.0,37.0,99.5,1,1,1,1,0
full,luna-top30-full-r10,da-14-8,2,base,static,base-static,da-14-8--rep-002--base-static,63.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63.0,100.0,37.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-14-8,2,diligent,prospective,diligent-prospective,da-14-8--rep-002--diligent-prospective,63.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63.0,100.0,37.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-14-8,2,diligent,static,diligent-static,da-14-8--rep-002--diligent-static,63.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63.0,100.0,37.0,100.0,0,1,0,1,0
full,luna-top30-full-r10,da-14-8,3,base,prospective,base-prospective,da-14-8--rep-003--base-prospective,58.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58.0,100.0,42.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-14-8,3,base,static,base-static,da-14-8--rep-003--base-static,58.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58.0,100.0,42.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-14-8,3,diligent,prospective,diligent-prospective,da-14-8--rep-003--diligent-prospective,58.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58.0,100.0,42.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-14-8,3,diligent,static,diligent-static,da-14-8--rep-003--diligent-static,58.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58.0,100.0,42.0,100.0,0,1,0,0,1
full,luna-top30-full-r10,da-15-1,1,base,prospective,base-prospective,da-15-1--rep-001--base-prospective,87.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,13.0,99.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-1,1,base,static,base-static,da-15-1--rep-001--base-static,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,13.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-1,1,diligent,prospective,diligent-prospective,da-15-1--rep-001--diligent-prospective,87.0,100.0,95.0,100.0,95.0,100.0,100.0,100.0,100.0,95.0,95.0,87.0,95.0,8.0,98.0,0,1,1,0,0
full,luna-top30-full-r10,da-15-1,1,diligent,static,diligent-static,da-15-1--rep-001--diligent-static,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,13.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-1,2,base,prospective,base-prospective,da-15-1--rep-002--base-prospective,87.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,95.0,90.0,95.0,87.0,95.0,8.0,97.5,0,0,0,0,0
full,luna-top30-full-r10,da-15-1,2,base,static,base-static,da-15-1--rep-002--base-static,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,13.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-1,2,diligent,prospective,diligent-prospective,da-15-1--rep-002--diligent-prospective,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,87.0,100.0,13.0,99.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-1,2,diligent,static,diligent-static,da-15-1--rep-002--diligent-static,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,13.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-1,3,base,prospective,base-prospective,da-15-1--rep-003--base-prospective,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,95.0,87.0,95.0,8.0,99.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-1,3,base,static,base-static,da-15-1--rep-003--base-static,87.0,100.0,100.0,100.0,87.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,13.0,98.7,0,0,0,0,0
full,luna-top30-full-r10,da-15-1,3,diligent,prospective,diligent-prospective,da-15-1--rep-003--diligent-prospective,87.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,90.0,95.0,87.0,95.0,8.0,97.5,0,0,0,0,0
full,luna-top30-full-r10,da-15-1,3,diligent,static,diligent-static,da-15-1--rep-003--diligent-static,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,13.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,1,base,prospective,base-prospective,da-15-2--rep-001--base-prospective,46.0,63.0,63.0,68.0,73.0,73.0,73.0,68.0,68.0,68.0,73.0,46.0,73.0,27.0,69.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,1,base,static,base-static,da-15-2--rep-001--base-static,46.0,83.0,83.0,83.0,83.0,73.0,83.0,83.0,83.0,83.0,83.0,46.0,83.0,37.0,82.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,1,diligent,prospective,diligent-prospective,da-15-2--rep-001--diligent-prospective,46.0,73.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,46.0,83.0,37.0,82.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,1,diligent,static,diligent-static,da-15-2--rep-001--diligent-static,46.0,83.0,83.0,83.0,73.0,83.0,83.0,83.0,83.0,83.0,83.0,46.0,83.0,37.0,82.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,2,base,prospective,base-prospective,da-15-2--rep-002--base-prospective,62.0,78.0,83.0,83.0,83.0,83.0,78.0,78.0,83.0,83.0,83.0,62.0,83.0,21.0,81.5,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,2,base,static,base-static,da-15-2--rep-002--base-static,62.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,62.0,83.0,21.0,83.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,2,diligent,prospective,diligent-prospective,da-15-2--rep-002--diligent-prospective,62.0,83.0,78.0,83.0,83.0,78.0,83.0,83.0,83.0,83.0,83.0,62.0,83.0,21.0,82.0,0,1,1,0,0
full,luna-top30-full-r10,da-15-2,2,diligent,static,diligent-static,da-15-2--rep-002--diligent-static,62.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,62.0,83.0,21.0,83.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,3,base,prospective,base-prospective,da-15-2--rep-003--base-prospective,62.0,78.0,73.0,78.0,78.0,78.0,78.0,78.0,83.0,78.0,73.0,62.0,73.0,11.0,77.5,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,3,base,static,base-static,da-15-2--rep-003--base-static,62.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,62.0,83.0,21.0,83.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,3,diligent,prospective,diligent-prospective,da-15-2--rep-003--diligent-prospective,62.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,62.0,83.0,21.0,83.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,3,diligent,static,diligent-static,da-15-2--rep-003--diligent-static,62.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,62.0,83.0,21.0,83.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-7,1,base,prospective,base-prospective,da-15-7--rep-001--base-prospective,47.0,100.0,100.0,100.0,95.0,95.0,90.0,90.0,90.0,90.0,90.0,47.0,90.0,43.0,94.0,0,1,1,0,0
full,luna-top30-full-r10,da-15-7,1,base,static,base-static,da-15-7--rep-001--base-static,47.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,47.0,100.0,53.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-15-7,1,diligent,prospective,diligent-prospective,da-15-7--rep-001--diligent-prospective,47.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,47.0,100.0,53.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-15-7,1,diligent,static,diligent-static,da-15-7--rep-001--diligent-static,47.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,47.0,100.0,53.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-7,2,base,prospective,base-prospective,da-15-7--rep-002--base-prospective,57.0,100.0,100.0,100.0,95.0,95.0,90.0,90.0,90.0,90.0,90.0,57.0,90.0,33.0,94.0,0,1,1,0,0
full,luna-top30-full-r10,da-15-7,2,base,static,base-static,da-15-7--rep-002--base-static,57.0,87.0,87.0,100.0,87.0,87.0,100.0,87.0,87.0,100.0,100.0,57.0,100.0,43.0,92.2,0,0,0,0,0
full,luna-top30-full-r10,da-15-7,2,diligent,prospective,diligent-prospective,da-15-7--rep-002--diligent-prospective,57.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.0,100.0,43.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-15-7,2,diligent,static,diligent-static,da-15-7--rep-002--diligent-static,57.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.0,100.0,43.0,99.0,0,1,1,0,0
full,luna-top30-full-r10,da-15-7,3,base,prospective,base-prospective,da-15-7--rep-003--base-prospective,40.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.0,100.0,60.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-15-7,3,base,static,base-static,da-15-7--rep-003--base-static,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.0,100.0,60.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-15-7,3,diligent,prospective,diligent-prospective,da-15-7--rep-003--diligent-prospective,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,40.0,100.0,60.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-15-7,3,diligent,static,diligent-static,da-15-7--rep-003--diligent-static,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.0,100.0,60.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,1,base,prospective,base-prospective,da-15-8--rep-001--base-prospective,60.0,90.0,90.0,90.0,90.0,100.0,90.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,95.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,1,base,static,base-static,da-15-8--rep-001--base-static,60.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,99.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,1,diligent,prospective,diligent-prospective,da-15-8--rep-001--diligent-prospective,60.0,90.0,90.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,97.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,1,diligent,static,diligent-static,da-15-8--rep-001--diligent-static,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,2,base,prospective,base-prospective,da-15-8--rep-002--base-prospective,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,60.0,100.0,40.0,99.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,2,base,static,base-static,da-15-8--rep-002--base-static,60.0,90.0,100.0,83.0,100.0,100.0,83.0,83.0,100.0,100.0,100.0,60.0,100.0,40.0,93.9,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,2,diligent,prospective,diligent-prospective,da-15-8--rep-002--diligent-prospective,60.0,100.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,98.5,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,2,diligent,static,diligent-static,da-15-8--rep-002--diligent-static,60.0,90.0,90.0,90.0,90.0,90.0,90.0,100.0,100.0,90.0,90.0,60.0,90.0,30.0,92.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,3,base,prospective,base-prospective,da-15-8--rep-003--base-prospective,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,3,base,static,base-static,da-15-8--rep-003--base-static,60.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,99.0,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,3,diligent,prospective,diligent-prospective,da-15-8--rep-003--diligent-prospective,60.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,83.0,90.0,90.0,60.0,90.0,30.0,95.3,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,3,diligent,static,diligent-static,da-15-8--rep-003--diligent-static,60.0,83.0,83.0,83.0,83.0,60.0,90.0,83.0,60.0,70.0,83.0,60.0,83.0,23.0,77.8,,,0,0,
full,luna-top30-full-r10,da-16-1,1,base,prospective,base-prospective,da-16-1--rep-001--base-prospective,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,20.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-16-1,1,base,static,base-static,da-16-1--rep-001--base-static,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,20.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-16-1,1,diligent,prospective,diligent-prospective,da-16-1--rep-001--diligent-prospective,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,80.0,100.0,20.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-16-1,1,diligent,static,diligent-static,da-16-1--rep-001--diligent-static,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,20.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-16-1,2,base,prospective,base-prospective,da-16-1--rep-002--base-prospective,79.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,90.0,95.0,79.0,95.0,16.0,98.0,0,1,1,0,0
full,luna-top30-full-r10,da-16-1,2,base,static,base-static,da-16-1--rep-002--base-static,79.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.0,100.0,21.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-16-1,2,diligent,prospective,diligent-prospective,da-16-1--rep-002--diligent-prospective,79.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.0,100.0,21.0,99.0,0,0,0,0,0
full,luna-top30-full-r10,da-16-1,2,diligent,static,diligent-static,da-16-1--rep-002--diligent-static,79.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.0,100.0,21.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-16-1,3,base,prospective,base-prospective,da-16-1--rep-003--base-prospective,100.0,92.0,100.0,100.0,90.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,97.2,0,0,0,0,0
full,luna-top30-full-r10,da-16-1,3,base,static,base-static,da-16-1--rep-003--base-static,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-16-1,3,diligent,prospective,diligent-prospective,da-16-1--rep-003--diligent-prospective,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-16-1,3,diligent,static,diligent-static,da-16-1--rep-003--diligent-static,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-18-1,1,base,prospective,base-prospective,da-18-1--rep-001--base-prospective,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-18-1,1,base,static,base-static,da-18-1--rep-001--base-static,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
